comp_name,dep_status,duration,end_date,etl_type,failed_steps,i_load_plan,name,nb_run,row_tag,running_steps,sess_no,start_date,status,succ_steps,total_steps
117070 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 11:40:35.0,CDP-OCI,0,460,sds-fia-app om custom load,1,156,0,117070,2020-06-11 11:40:21.0,Completed,15,15
117069 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 11:34:39.0,CDP-OCI,0,460,sds-fia-app om custom load,1,157,0,117069,2020-06-11 11:34:27.0,Completed,15,15
117068 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 11:33:51.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,158,0,117068,2020-06-11 11:33:48.0,Completed,0,8
117067 - 1 - apl-scm-scp OPTION LP,,-1:58,2020-06-11 11:31:04.0,CDP-OCI,0,1059,apl-scm-scp OPTION LP,1,159,0,117067,2020-06-11 11:32:33.0,Completed,4,7
117066 - 1 - apl-scm-app 101 inventory hourly load plan,,00:23,2020-06-11 11:54:15.0,CDP-OCI,0,758,apl-scm-app 101 inventory hourly load plan,1,160,0,117066,2020-06-11 11:30:41.0,Completed,18,18
117065 - 1 - apl-scm-app 102 Order Management hourly load plan,,00:45,2020-06-11 12:16:19.0,CDP-OCI,0,848,apl-scm-app 102 Order Management hourly load plan,1,161,0,117065,2020-06-11 11:30:34.0,Completed,37,37
117064 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 11:26:54.0,CDP-OCI,0,460,sds-fia-app om custom load,1,162,0,117064,2020-06-11 11:26:41.0,Completed,15,15
117063 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 11:20:59.0,CDP-OCI,0,460,sds-fia-app om custom load,1,163,0,117063,2020-06-11 11:20:46.0,Completed,15,15
117061 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 11:16:16.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,164,0,117061,2020-06-11 11:16:14.0,Completed,0,8
117062 - 1 - apl-scm-scp MODEL LP,,00:00,2020-06-11 11:16:02.0,CDP-OCI,0,1055,apl-scm-scp MODEL LP,1,165,0,117062,2020-06-11 11:15:41.0,Completed,4,7
117060 - 1 - sds-fia-app om custom load,,00:02,2020-06-11 11:15:05.0,CDP-OCI,0,460,sds-fia-app om custom load,1,166,0,117060,2020-06-11 11:12:58.0,Completed,15,15
117059 - 1 - sds-fia-app om custom load,,00:01,2020-06-11 11:07:17.0,CDP-OCI,0,460,sds-fia-app om custom load,1,167,0,117059,2020-06-11 11:05:57.0,Completed,15,15
117054 - 1 - sds-fia-erp hourly load plan Fin01,,00:03,2020-06-11 11:07:36.0,CDP-OCI,0,463,sds-fia-erp hourly load plan Fin01,1,168,0,117054,2020-06-11 11:04:36.0,Completed,229,408
117058 - 1 - sds-oalodi-app plan1,,00:02,2020-06-11 11:05:06.0,CDP-OCI,0,1302,sds-oalodi-app plan1,1,169,0,117058,2020-06-11 11:02:57.0,Completed,5,5
117056 - 1 - fdl-common-app hourly consume,,00:08,2020-06-11 11:11:00.0,CDP-OCI,0,812,fdl-common-app hourly consume,1,170,0,117056,2020-06-11 11:02:49.0,Completed,48,63
117057 - 1 - sds-oalprj-app stream replicate hourly,,00:02,2020-06-11 11:05:02.0,CDP-OCI,0,1345,sds-oalprj-app stream replicate hourly,1,171,0,117057,2020-06-11 11:02:49.0,Completed,5,5
117055 - 1 - appl-monitor-app plan,,00:02,2020-06-11 11:05:03.0,CDP-OCI,0,774,appl-monitor-app plan,1,172,0,117055,2020-06-11 11:02:45.0,Completed,5,5
117053 - 1 - sds-fia-app hourly plan1,,00:13,2020-06-11 11:15:54.0,CDP-OCI,0,1464,sds-fia-app hourly plan1,1,173,0,117053,2020-06-11 11:02:36.0,Completed,1609,4044
117051 - 1 - sds-fia-app hourly auto load plan1,,00:01,2020-06-11 11:02:00.0,CDP-OCI,0,1462,sds-fia-app hourly auto load plan1,1,174,0,117051,2020-06-11 11:00:47.0,Completed,178,178
117052 - 1 - apl-scm-app EO daily load plan,,00:08,2020-06-11 11:09:42.0,CDP-OCI,0,850,apl-scm-app EO daily load plan,1,175,0,117052,2020-06-11 11:00:47.0,Completed,6,6
117049 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 10:58:20.0,CDP-OCI,0,460,sds-fia-app om custom load,1,176,0,117049,2020-06-11 11:00:00.0,Completed,15,15
117050 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 10:58:42.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,177,0,117050,2020-06-11 10:58:40.0,Completed,0,8
117048 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 10:52:26.0,CDP-OCI,0,460,sds-fia-app om custom load,1,178,0,117048,2020-06-11 10:54:05.0,Completed,15,15
117047 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 10:46:32.0,CDP-OCI,0,460,sds-fia-app om custom load,1,179,0,117047,2020-06-11 10:48:12.0,Completed,15,15
117046 - 1 - apl-scm-core quality conditional load plan,,-1:58,2020-06-11 10:42:59.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,180,0,117046,2020-06-11 10:44:49.0,Completed,0,8
117045 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 10:40:39.0,CDP-OCI,0,460,sds-fia-app om custom load,1,181,0,117045,2020-06-11 10:42:19.0,Completed,15,15
117044 - 1 - apl-scm-app 102 Order Management hourly load plan,,00:43,2020-06-11 11:19:53.0,CDP-OCI,0,848,apl-scm-app 102 Order Management hourly load plan,1,182,0,117044,2020-06-11 10:36:31.0,Completed,37,37
117043 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 10:34:46.0,CDP-OCI,0,460,sds-fia-app om custom load,1,183,0,117043,2020-06-11 10:34:31.0,Completed,15,15
117042 - 1 - apl-scm-scp OPTION LP,,-1:58,2020-06-11 10:31:06.0,CDP-OCI,0,1059,apl-scm-scp OPTION LP,1,184,0,117042,2020-06-11 10:32:33.0,Completed,4,7
117040 - 1 - daily 1030 plan,,-1:58,2020-06-11 10:30:43.0,CDP-OCI,0,457,daily 1030 plan,1,185,0,117040,2020-06-11 10:32:32.0,Completed,1,1
117041 - 1 - apl-scm-app 101 inventory hourly load plan,,00:24,2020-06-11 10:55:05.0,CDP-OCI,0,758,apl-scm-app 101 inventory hourly load plan,1,186,0,117041,2020-06-11 10:30:41.0,Completed,18,18
117039 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 10:28:50.0,CDP-OCI,0,460,sds-fia-app om custom load,1,187,0,117039,2020-06-11 10:30:27.0,Completed,15,15
117038 - 1 - apl-crm-app general daily plan,,03:15,2020-06-11 13:43:44.0,CDP-OCI,0,1205,apl-crm-app general daily plan,1,188,0,117038,2020-06-11 10:28:29.0,Completed,16,16
117037 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 10:27:16.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,189,0,117037,2020-06-11 10:27:14.0,Completed,0,8
117036 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 10:22:54.0,CDP-OCI,0,460,sds-fia-app om custom load,1,190,0,117036,2020-06-11 10:24:33.0,Completed,15,15
117035 - 1 - apl-scm-app 400 pricing hourly load plan,,00:03,2020-06-11 10:25:25.0,CDP-OCI,0,761,apl-scm-app 400 pricing hourly load plan,1,191,0,117035,2020-06-11 10:21:31.0,Completed,13,13
117034 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 10:17:00.0,CDP-OCI,0,460,sds-fia-app om custom load,1,192,0,117034,2020-06-11 10:18:39.0,Completed,15,15
117033 - 1 - apl-scm-scp MODEL LP,,00:00,2020-06-11 10:16:01.0,CDP-OCI,0,1055,apl-scm-scp MODEL LP,1,193,0,117033,2020-06-11 10:15:41.0,Completed,4,7
117032 - 1 - apl-scm-core quality conditional load plan,,-1:58,2020-06-11 10:09:42.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,194,0,117032,2020-06-11 10:11:31.0,Completed,0,8
117031 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 10:11:06.0,CDP-OCI,0,460,sds-fia-app om custom load,1,195,0,117031,2020-06-11 10:10:47.0,Completed,15,15
117030 - 1 - sds-oalodi-app plan1,,-1:58,2020-06-11 10:03:17.0,CDP-OCI,0,1302,sds-oalodi-app plan1,1,196,0,117030,2020-06-11 10:04:52.0,Completed,5,5
117029 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 10:03:14.0,CDP-OCI,0,460,sds-fia-app om custom load,1,197,0,117029,2020-06-11 10:04:41.0,Completed,15,15
117028 - 1 - sds-oalprj-app stream replicate hourly,,00:00,2020-06-11 10:04:59.0,CDP-OCI,0,1345,sds-oalprj-app stream replicate hourly,1,198,0,117028,2020-06-11 10:04:40.0,Completed,5,5
117026 - 1 - sds-fia-erp hourly load plan Fin01,,00:02,2020-06-11 10:07:27.0,CDP-OCI,0,463,sds-fia-erp hourly load plan Fin01,1,199,0,117026,2020-06-11 10:04:39.0,Completed,229,408
117024 - 1 - sds-fia-app hourly plan1,,00:11,2020-06-11 10:15:39.0,CDP-OCI,0,1464,sds-fia-app hourly plan1,1,200,0,117024,2020-06-11 10:04:27.0,Completed,1609,4044
117027 - 1 - appl-monitor-app plan,,00:00,2020-06-11 10:03:14.0,CDP-OCI,0,774,appl-monitor-app plan,1,201,0,117027,2020-06-11 10:02:48.0,Completed,5,5
117025 - 1 - fdl-common-app hourly consume,,00:08,2020-06-11 10:11:13.0,CDP-OCI,0,812,fdl-common-app hourly consume,1,202,0,117025,2020-06-11 10:02:37.0,Completed,48,63
117023 - 1 - sds-fia-app hourly auto load plan1,,00:01,2020-06-11 10:02:00.0,CDP-OCI,0,1462,sds-fia-app hourly auto load plan1,1,203,0,117023,2020-06-11 10:00:47.0,Completed,178,178
117021 - 1 - apl-oalops-app BugDB OSvC Load Plan,,00:27,2020-06-11 10:24:35.0,CDP-OCI,0,95,apl-oalops-app BugDB OSvC Load Plan,1,204,0,117021,2020-06-11 09:56:53.0,Completed,52,52
117022 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 09:56:45.0,CDP-OCI,0,460,sds-fia-app om custom load,1,205,0,117022,2020-06-11 09:56:33.0,Completed,15,15
117020 - 1 - apl-scm-app 201 MAKE hourly load plan,,00:54,2020-06-11 10:50:06.0,CDP-OCI,0,849,apl-scm-app 201 MAKE hourly load plan,1,206,0,117020,2020-06-11 09:55:32.0,Completed,13,13
117018 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 09:50:52.0,CDP-OCI,0,460,sds-fia-app om custom load,1,207,0,117018,2020-06-11 09:52:30.0,Completed,15,15
117019 - 1 - apl-scm-core quality conditional load plan,,00:01,2020-06-11 09:53:59.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,208,0,117019,2020-06-11 09:52:06.0,Completed,0,8
117017 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 09:44:57.0,CDP-OCI,0,460,sds-fia-app om custom load,1,209,0,117017,2020-06-11 09:44:45.0,Completed,15,15
117016 - 1 - apl-scm-app 102 Order Management hourly load plan,,00:43,2020-06-11 10:23:59.0,CDP-OCI,0,848,apl-scm-app 102 Order Management hourly load plan,1,210,0,117016,2020-06-11 09:40:39.0,Completed,37,37
117015 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 09:39:03.0,CDP-OCI,0,460,sds-fia-app om custom load,1,211,0,117015,2020-06-11 09:38:49.0,Completed,15,15
117014 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 09:36:25.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,212,0,117014,2020-06-11 09:36:22.0,Completed,0,8
117013 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 09:33:08.0,CDP-OCI,0,460,sds-fia-app om custom load,1,213,0,117013,2020-06-11 09:32:55.0,Completed,15,15
117012 - 1 - apl-scm-scp OPTION LP,,00:00,2020-06-11 09:31:04.0,CDP-OCI,0,1059,apl-scm-scp OPTION LP,1,214,0,117012,2020-06-11 09:30:42.0,Completed,4,7
117011 - 1 - apl-scm-app 101 inventory hourly load plan,,00:25,2020-06-11 09:55:47.0,CDP-OCI,0,758,apl-scm-app 101 inventory hourly load plan,1,215,0,117011,2020-06-11 09:30:41.0,Completed,18,18
117010 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 09:27:14.0,CDP-OCI,0,460,sds-fia-app om custom load,1,216,0,117010,2020-06-11 09:27:02.0,Completed,15,15
117009 - 1 - apl-scm-app 509 SCP PvA Three Hourly load plan,,00:04,2020-06-11 09:29:21.0,CDP-OCI,0,1074,apl-scm-app 509 SCP PvA Three Hourly load plan,1,217,0,117009,2020-06-11 09:24:26.0,Completed,2,2
117008 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 09:21:21.0,CDP-OCI,0,460,sds-fia-app om custom load,1,218,0,117008,2020-06-11 09:21:09.0,Completed,15,15
117007 - 1 - apl-scm-core quality conditional load plan,,00:01,2020-06-11 09:20:42.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,219,0,117007,2020-06-11 09:18:49.0,Completed,0,8
117005 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 09:15:28.0,CDP-OCI,0,460,sds-fia-app om custom load,1,220,0,117005,2020-06-11 09:17:09.0,Completed,15,15
117006 - 1 - apl-scm-scp MODEL LP,,00:00,2020-06-11 09:16:03.0,CDP-OCI,0,1055,apl-scm-scp MODEL LP,1,221,0,117006,2020-06-11 09:15:41.0,Completed,4,7
117004 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 09:09:36.0,CDP-OCI,0,460,sds-fia-app om custom load,1,222,0,117004,2020-06-11 09:11:09.0,Completed,15,15
117002 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 09:03:36.0,CDP-OCI,0,460,sds-fia-app om custom load,1,223,0,117002,2020-06-11 09:04:58.0,Completed,15,15
117000 - 1 - sds-fia-erp hourly load plan Fin01,,00:00,2020-06-11 09:05:31.0,CDP-OCI,0,463,sds-fia-erp hourly load plan Fin01,1,224,0,117000,2020-06-11 09:04:57.0,Completed,229,408
116999 - 1 - sds-fia-app hourly plan1,,00:11,2020-06-11 09:16:06.0,CDP-OCI,0,1464,sds-fia-app hourly plan1,1,225,0,116999,2020-06-11 09:04:49.0,Completed,1609,4044
117003 - 1 - sds-oalodi-app plan1,,00:02,2020-06-11 09:05:16.0,CDP-OCI,0,1302,sds-oalodi-app plan1,1,226,0,117003,2020-06-11 09:03:07.0,Completed,5,5
117001 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 09:03:08.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,227,0,117001,2020-06-11 09:03:05.0,Completed,0,8
116996 - 1 - fdl-common-app hourly consume,,00:05,2020-06-11 09:08:41.0,CDP-OCI,0,812,fdl-common-app hourly consume,1,228,0,116996,2020-06-11 09:02:43.0,Completed,48,63
116995 - 1 - sds-fia-app hourly auto load plan1,,00:01,2020-06-11 09:04:15.0,CDP-OCI,0,1462,sds-fia-app hourly auto load plan1,1,229,0,116995,2020-06-11 09:02:40.0,Completed,178,178
116997 - 1 - appl-monitor-app plan,,00:02,2020-06-11 09:03:24.0,CDP-OCI,0,774,appl-monitor-app plan,1,230,0,116997,2020-06-11 09:00:52.0,Completed,5,5
116998 - 1 - sds-oalprj-app stream replicate hourly,,00:00,2020-06-11 09:01:13.0,CDP-OCI,0,1345,sds-oalprj-app stream replicate hourly,1,231,0,116998,2020-06-11 09:00:52.0,Completed,5,5
116994 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 08:55:35.0,CDP-OCI,0,460,sds-fia-app om custom load,1,232,0,116994,2020-06-11 08:57:14.0,Completed,15,15
116993 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 08:49:41.0,CDP-OCI,0,460,sds-fia-app om custom load,1,233,0,116993,2020-06-11 08:49:30.0,Completed,15,15
116992 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 08:43:49.0,CDP-OCI,0,460,sds-fia-app om custom load,1,234,0,116992,2020-06-11 08:43:35.0,Completed,15,15
116991 - 1 - apl-scm-app 102 Order Management hourly load plan,,00:46,2020-06-11 09:29:58.0,CDP-OCI,0,848,apl-scm-app 102 Order Management hourly load plan,1,235,0,116991,2020-06-11 08:43:03.0,Completed,37,37
116990 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 08:37:54.0,CDP-OCI,0,460,sds-fia-app om custom load,1,236,0,116990,2020-06-11 08:39:31.0,Completed,15,15
116989 - 1 - apl-scm-mfg-quality-conditional,,05:14,2020-06-11 13:51:43.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,237,0,116989,2020-06-11 08:37:37.0,Completed,5,5
116988 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 08:31:57.0,CDP-OCI,0,460,sds-fia-app om custom load,1,238,0,116988,2020-06-11 08:31:45.0,Completed,15,15
116986 - 1 - apl-scm-app 101 inventory hourly load plan,,00:23,2020-06-11 08:53:59.0,CDP-OCI,0,758,apl-scm-app 101 inventory hourly load plan,1,239,0,116986,2020-06-11 08:30:41.0,Completed,18,18
116987 - 1 - apl-scm-scp OPTION LP,,00:00,2020-06-11 08:31:03.0,CDP-OCI,0,1059,apl-scm-scp OPTION LP,1,240,0,116987,2020-06-11 08:30:41.0,Completed,4,7
116985 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 08:26:04.0,CDP-OCI,0,460,sds-fia-app om custom load,1,241,0,116985,2020-06-11 08:25:51.0,Completed,15,15
116984 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 08:21:56.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,242,0,116984,2020-06-11 08:21:54.0,Completed,0,5
116983 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 08:20:09.0,CDP-OCI,0,460,sds-fia-app om custom load,1,243,0,116983,2020-06-11 08:19:57.0,Completed,15,15
116982 - 1 - apl-scm-app 400 pricing hourly load plan,,00:03,2020-06-11 08:20:50.0,CDP-OCI,0,761,apl-scm-app 400 pricing hourly load plan,1,244,0,116982,2020-06-11 08:17:03.0,Completed,13,13
116981 - 1 - apl-scm-scp MODEL LP,,00:00,2020-06-11 08:16:01.0,CDP-OCI,0,1055,apl-scm-scp MODEL LP,1,245,0,116981,2020-06-11 08:15:41.0,Completed,4,7
116980 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 08:14:16.0,CDP-OCI,0,460,sds-fia-app om custom load,1,246,0,116980,2020-06-11 08:13:58.0,Completed,15,15
116979 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 08:06:13.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,247,0,116979,2020-06-11 08:06:10.0,Completed,0,5
116978 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 08:06:25.0,CDP-OCI,0,460,sds-fia-app om custom load,1,248,0,116978,2020-06-11 08:06:00.0,Completed,15,15
116977 - 1 - apl-scm-core quality conditional load plan,,00:40,2020-06-11 08:45:36.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,249,0,116977,2020-06-11 08:04:38.0,Completed,8,8
116974 - 1 - fdl-common-app hourly consume,,00:11,2020-06-11 08:15:33.0,CDP-OCI,0,812,fdl-common-app hourly consume,1,250,0,116974,2020-06-11 08:04:25.0,Completed,48,63
116973 - 1 - appl-monitor-app plan,,00:00,2020-06-11 08:04:52.0,CDP-OCI,0,774,appl-monitor-app plan,1,251,0,116973,2020-06-11 08:04:20.0,Completed,5,5
116971 - 1 - sds-fia-app hourly auto load plan1,,00:01,2020-06-11 08:05:18.0,CDP-OCI,0,1462,sds-fia-app hourly auto load plan1,1,252,0,116971,2020-06-11 08:04:08.0,Completed,178,178
116976 - 1 - sds-oalodi-app plan1,,00:02,2020-06-11 08:04:52.0,CDP-OCI,0,1302,sds-oalodi-app plan1,1,253,0,116976,2020-06-11 08:02:40.0,Completed,5,5
116975 - 1 - sds-oalprj-app stream replicate hourly,,00:02,2020-06-11 08:04:48.0,CDP-OCI,0,1345,sds-oalprj-app stream replicate hourly,1,254,0,116975,2020-06-11 08:02:34.0,Completed,5,5
116972 - 1 - sds-fia-erp hourly load plan Fin01,,00:05,2020-06-11 08:08:15.0,CDP-OCI,0,463,sds-fia-erp hourly load plan Fin01,1,255,0,116972,2020-06-11 08:02:28.0,Completed,229,408
116970 - 1 - sds-fia-app hourly plan1,,00:13,2020-06-11 08:16:02.0,CDP-OCI,0,1464,sds-fia-app hourly plan1,1,256,0,116970,2020-06-11 08:02:11.0,Completed,1609,4044
116969 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 08:00:06.0,CDP-OCI,0,460,sds-fia-app om custom load,1,257,0,116969,2020-06-11 07:59:54.0,Completed,15,15
116968 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 07:54:13.0,CDP-OCI,0,460,sds-fia-app om custom load,1,258,0,116968,2020-06-11 07:54:00.0,Completed,15,15
116967 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 07:50:29.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,259,0,116967,2020-06-11 07:50:27.0,Completed,0,5
116966 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 07:48:19.0,CDP-OCI,0,460,sds-fia-app om custom load,1,260,0,116966,2020-06-11 07:48:08.0,Completed,15,15
116965 - 1 - apl-scm-app 102 Order Management hourly load plan,,00:45,2020-06-11 08:32:22.0,CDP-OCI,0,848,apl-scm-app 102 Order Management hourly load plan,1,261,0,116965,2020-06-11 07:47:15.0,Completed,37,37
116964 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 07:47:05.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,262,0,116964,2020-06-11 07:47:02.0,Completed,0,8
116963 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 07:42:27.0,CDP-OCI,0,460,sds-fia-app om custom load,1,263,0,116963,2020-06-11 07:42:14.0,Completed,15,15
116962 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 07:36:32.0,CDP-OCI,0,460,sds-fia-app om custom load,1,264,0,116962,2020-06-11 07:36:20.0,Completed,15,15
116961 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 07:34:46.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,265,0,116961,2020-06-11 07:34:44.0,Completed,0,5
116960 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 07:31:22.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,266,0,116960,2020-06-11 07:31:19.0,Completed,0,8
116958 - 1 - apl-scm-app 101 inventory hourly load plan,,00:24,2020-06-11 07:54:58.0,CDP-OCI,0,758,apl-scm-app 101 inventory hourly load plan,1,267,0,116958,2020-06-11 07:30:41.0,Completed,18,18
116959 - 1 - apl-scm-scp OPTION LP,,00:01,2020-06-11 07:32:32.0,CDP-OCI,0,1059,apl-scm-scp OPTION LP,1,268,0,116959,2020-06-11 07:30:41.0,Failed,0,7
116957 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 07:30:39.0,CDP-OCI,0,460,sds-fia-app om custom load,1,269,0,116957,2020-06-11 07:30:27.0,Completed,15,15
116956 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 07:24:46.0,CDP-OCI,0,460,sds-fia-app om custom load,1,270,0,116956,2020-06-11 07:24:35.0,Completed,15,15
116955 - 1 - apl-erp-pfm Utilization,,00:04,2020-06-11 07:27:06.0,CDP-OCI,0,1334,apl-erp-pfm Utilization,1,271,0,116955,2020-06-11 07:22:47.0,Completed,8,9
116954 - 1 - apl-scm-mfg-quality-conditional,,-1:58,2020-06-11 07:19:03.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,272,0,116954,2020-06-11 07:20:52.0,Completed,0,5
116953 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 07:18:54.0,CDP-OCI,0,460,sds-fia-app om custom load,1,273,0,116953,2020-06-11 07:20:32.0,Completed,15,15
116952 - 1 - apl-scm-scp MODEL LP,,00:00,2020-06-11 07:16:02.0,CDP-OCI,0,1055,apl-scm-scp MODEL LP,1,274,0,116952,2020-06-11 07:15:41.0,Completed,4,7
116951 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 07:15:39.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,275,0,116951,2020-06-11 07:15:37.0,Completed,0,8
116950 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 07:12:59.0,CDP-OCI,0,460,sds-fia-app om custom load,1,276,0,116950,2020-06-11 07:12:42.0,Completed,15,15
116946 - 1 - appl-monitor-app plan,,-1:58,2020-06-11 07:03:43.0,CDP-OCI,0,774,appl-monitor-app plan,1,277,0,116946,2020-06-11 07:05:09.0,Completed,5,5
116945 - 1 - fdl-common-app hourly consume,,00:06,2020-06-11 07:11:49.0,CDP-OCI,0,812,fdl-common-app hourly consume,1,278,0,116945,2020-06-11 07:05:09.0,Completed,48,63
116949 - 1 - sds-fia-app om custom load,,00:02,2020-06-11 07:07:01.0,CDP-OCI,0,460,sds-fia-app om custom load,1,279,0,116949,2020-06-11 07:04:52.0,Completed,15,15
116948 - 1 - sds-oalodi-app plan1,,00:02,2020-06-11 07:05:31.0,CDP-OCI,0,1302,sds-oalodi-app plan1,1,280,0,116948,2020-06-11 07:03:27.0,Completed,5,5
116947 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 07:03:20.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,281,0,116947,2020-06-11 07:03:18.0,Completed,0,5
116944 - 1 - sds-fia-app hourly plan1,,00:12,2020-06-11 07:15:44.0,CDP-OCI,0,1464,sds-fia-app hourly plan1,1,282,0,116944,2020-06-11 07:03:15.0,Completed,1609,4044
116943 - 1 - sds-oalprj-app stream replicate hourly,,-1:58,2020-06-11 07:01:12.0,CDP-OCI,0,1345,sds-oalprj-app stream replicate hourly,1,283,0,116943,2020-06-11 07:02:48.0,Completed,5,5
116942 - 1 - sds-fia-erp hourly load plan Fin01,,00:02,2020-06-11 07:03:05.0,CDP-OCI,0,463,sds-fia-erp hourly load plan Fin01,1,284,0,116942,2020-06-11 07:00:57.0,Completed,229,408
116939 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 06:59:11.0,CDP-OCI,0,460,sds-fia-app om custom load,1,285,0,116939,2020-06-11 07:00:51.0,Completed,15,15
116941 - 1 - fdl-erp-pfm Utilization,,00:20,2020-06-11 07:20:56.0,CDP-OCI,0,1324,fdl-erp-pfm Utilization,1,286,0,116941,2020-06-11 07:00:48.0,Completed,17,18
116940 - 1 - sds-fia-app hourly auto load plan1,,00:03,2020-06-11 07:04:21.0,CDP-OCI,0,1462,sds-fia-app hourly auto load plan1,1,287,0,116940,2020-06-11 07:00:47.0,Completed,178,178
116938 - 1 - sds-osvc-app load plan,,-1:59,2020-06-11 06:59:50.0,CDP-OCI,0,862,sds-osvc-app load plan,1,288,0,116938,2020-06-11 07:00:28.0,Completed,24,24
116935 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 06:58:05.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,289,0,116935,2020-06-11 06:58:03.0,Completed,0,8
116937 - 1 - apl-crm-app general daily plan,,03:16,2020-06-11 10:12:47.0,CDP-OCI,0,1205,apl-crm-app general daily plan,1,290,0,116937,2020-06-11 06:56:16.0,Completed,16,16
116936 - 1 - apl-scm-app 201 MAKE hourly load plan,,00:56,2020-06-11 07:53:00.0,CDP-OCI,0,849,apl-scm-app 201 MAKE hourly load plan,1,291,0,116936,2020-06-11 06:56:13.0,Completed,13,13
