comp_name,dep_status,duration,end_date,etl_type,failed_steps,i_load_plan,name,nb_run,row_tag,running_steps,sess_no,start_date,status,succ_steps,total_steps
117205 - 1 - apl-scm-app 400 pricing hourly load plan,,00:04,2020-06-11 16:42:02.0,CDP-OCI,0,761,apl-scm-app 400 pricing hourly load plan,1,21,0,117205,2020-06-11 16:37:57.0,Completed,13,13
117204 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 16:35:00.0,CDP-OCI,0,460,sds-fia-app om custom load,1,22,0,117204,2020-06-11 16:36:39.0,Completed,15,15
117202 - 1 - apl-scm-app 101 inventory hourly load plan,,00:22,2020-06-11 16:54:40.0,CDP-OCI,0,758,apl-scm-app 101 inventory hourly load plan,1,23,0,117202,2020-06-11 16:32:33.0,Completed,18,18
117203 - 1 - apl-scm-scp OPTION LP,,00:00,2020-06-11 16:32:55.0,CDP-OCI,0,1059,apl-scm-scp OPTION LP,1,24,0,117203,2020-06-11 16:32:33.0,Completed,4,7
117201 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 16:29:53.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,25,0,117201,2020-06-11 16:29:51.0,Completed,0,5
117200 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 16:29:06.0,CDP-OCI,0,460,sds-fia-app om custom load,1,26,0,117200,2020-06-11 16:28:54.0,Completed,15,15
117199 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 16:28:54.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,27,0,117199,2020-06-11 16:28:51.0,Completed,0,8
117198 - 1 - apl-oalops-app BugDB OSvC Load Plan,,00:27,2020-06-11 16:54:30.0,CDP-OCI,0,95,apl-oalops-app BugDB OSvC Load Plan,1,28,0,117198,2020-06-11 16:27:08.0,Completed,52,52
117197 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 16:21:21.0,CDP-OCI,0,460,sds-fia-app om custom load,1,29,0,117197,2020-06-11 16:21:05.0,Completed,15,15
117196 - 1 - apl-scm-scp MODEL LP,,00:00,2020-06-11 16:17:53.0,CDP-OCI,0,1055,apl-scm-scp MODEL LP,1,30,0,117196,2020-06-11 16:17:32.0,Completed,4,7
117195 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 16:13:32.0,CDP-OCI,0,460,sds-fia-app om custom load,1,31,0,117195,2020-06-11 16:13:16.0,Completed,15,15
117194 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 16:12:19.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,32,0,117194,2020-06-11 16:12:17.0,Completed,0,5
117193 - 1 - apl-scm-app 102 Order Management hourly load plan,,00:43,2020-06-11 16:55:25.0,CDP-OCI,0,848,apl-scm-app 102 Order Management hourly load plan,1,33,0,117193,2020-06-11 16:11:28.0,Completed,37,37
117192 - 1 - apl-scm-core quality conditional load plan,,00:01,2020-06-11 16:11:19.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,34,0,117192,2020-06-11 16:09:25.0,Completed,0,8
117191 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 16:05:43.0,CDP-OCI,0,460,sds-fia-app om custom load,1,35,0,117191,2020-06-11 16:04:51.0,Completed,15,15
117190 - 1 - sds-oalodi-app plan1,,-1:58,2020-06-11 16:03:01.0,CDP-OCI,0,1302,sds-oalodi-app plan1,1,36,0,117190,2020-06-11 16:04:31.0,Completed,5,5
117188 - 1 - fdl-common-app hourly consume,,00:08,2020-06-11 16:12:38.0,CDP-OCI,0,812,fdl-common-app hourly consume,1,37,0,117188,2020-06-11 16:04:30.0,Completed,48,63
117187 - 1 - sds-fia-app hourly auto load plan1,,00:01,2020-06-11 16:05:27.0,CDP-OCI,0,1462,sds-fia-app hourly auto load plan1,1,38,0,117187,2020-06-11 16:04:25.0,Completed,178,178
117186 - 1 - appl-monitor-app plan,,00:00,2020-06-11 16:04:48.0,CDP-OCI,0,774,appl-monitor-app plan,1,39,0,117186,2020-06-11 16:04:14.0,Completed,5,5
117184 - 1 - sds-fia-app hourly plan1,,00:14,2020-06-11 16:18:06.0,CDP-OCI,0,1464,sds-fia-app hourly plan1,1,40,0,117184,2020-06-11 16:04:06.0,Completed,1609,4044
117189 - 1 - sds-oalprj-app stream replicate hourly,,00:02,2020-06-11 16:04:54.0,CDP-OCI,0,1345,sds-oalprj-app stream replicate hourly,1,41,0,117189,2020-06-11 16:02:39.0,Completed,5,5
117185 - 1 - sds-fia-erp hourly load plan Fin01,,00:03,2020-06-11 16:06:09.0,CDP-OCI,0,463,sds-fia-erp hourly load plan Fin01,1,42,0,117185,2020-06-11 16:02:22.0,Completed,229,408
117183 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 15:58:25.0,CDP-OCI,0,460,sds-fia-app om custom load,1,43,0,117183,2020-06-11 15:58:12.0,Completed,15,15
117182 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 15:54:44.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,44,0,117182,2020-06-11 15:54:42.0,Completed,0,5
117181 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 15:53:44.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,45,0,117181,2020-06-11 15:53:41.0,Completed,0,8
117180 - 1 - apl-scm-app 509 SCP PvA Three Hourly load plan,,00:06,2020-06-11 15:59:31.0,CDP-OCI,0,1074,apl-scm-app 509 SCP PvA Three Hourly load plan,1,46,0,117180,2020-06-11 15:52:50.0,Completed,2,2
117179 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 15:50:39.0,CDP-OCI,0,460,sds-fia-app om custom load,1,47,0,117179,2020-06-11 15:50:26.0,Completed,15,15
117178 - 1 - apl-scm-app 201 MAKE hourly load plan,,00:55,2020-06-11 16:45:52.0,CDP-OCI,0,849,apl-scm-app 201 MAKE hourly load plan,1,48,0,117178,2020-06-11 15:50:13.0,Completed,13,13
117177 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 15:42:53.0,CDP-OCI,0,460,sds-fia-app om custom load,1,49,0,117177,2020-06-11 15:42:38.0,Completed,15,15
117176 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 15:37:10.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,50,0,117176,2020-06-11 15:37:08.0,Completed,0,5
117175 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 15:36:09.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,51,0,117175,2020-06-11 15:36:06.0,Completed,0,8
117174 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 15:35:04.0,CDP-OCI,0,460,sds-fia-app om custom load,1,52,0,117174,2020-06-11 15:34:52.0,Completed,15,15
117173 - 1 - apl-scm-scp OPTION LP,,00:00,2020-06-11 15:32:56.0,CDP-OCI,0,1059,apl-scm-scp OPTION LP,1,53,0,117173,2020-06-11 15:32:34.0,Completed,4,7
117172 - 1 - apl-scm-app 101 inventory hourly load plan,,00:23,2020-06-11 15:55:54.0,CDP-OCI,0,758,apl-scm-app 101 inventory hourly load plan,1,54,0,117172,2020-06-11 15:32:33.0,Completed,18,18
117171 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 15:27:19.0,CDP-OCI,0,460,sds-fia-app om custom load,1,55,0,117171,2020-06-11 15:27:07.0,Completed,15,15
117170 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 15:19:36.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,56,0,117170,2020-06-11 15:19:33.0,Completed,0,5
117169 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 15:19:34.0,CDP-OCI,0,460,sds-fia-app om custom load,1,57,0,117169,2020-06-11 15:19:21.0,Completed,15,15
117168 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 15:18:34.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,58,0,117168,2020-06-11 15:18:32.0,Completed,0,8
117167 - 1 - apl-scm-scp MODEL LP,,00:00,2020-06-11 15:17:53.0,CDP-OCI,0,1055,apl-scm-scp MODEL LP,1,59,0,117167,2020-06-11 15:17:32.0,Completed,4,7
117166 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 15:11:48.0,CDP-OCI,0,460,sds-fia-app om custom load,1,60,0,117166,2020-06-11 15:13:23.0,Completed,15,15
117165 - 1 - apl-scm-app 102 Order Management hourly load plan,,00:49,2020-06-11 15:58:55.0,CDP-OCI,0,848,apl-scm-app 102 Order Management hourly load plan,1,61,0,117165,2020-06-11 15:09:55.0,Completed,37,37
117163 - 1 - sds-fia-app hourly auto load plan1,,-1:59,2020-06-11 15:04:50.0,CDP-OCI,0,1462,sds-fia-app hourly auto load plan1,1,62,0,117163,2020-06-11 15:04:56.0,Completed,178,178
117162 - 1 - sds-fia-app hourly plan1,,00:12,2020-06-11 15:17:27.0,CDP-OCI,0,1464,sds-fia-app hourly plan1,1,63,0,117162,2020-06-11 15:04:51.0,Completed,1609,4044
117164 - 1 - sds-fia-app om custom load,,00:02,2020-06-11 15:05:50.0,CDP-OCI,0,460,sds-fia-app om custom load,1,64,0,117164,2020-06-11 15:03:36.0,Completed,15,15
117161 - 1 - sds-oalodi-app plan1,,-1:58,2020-06-11 15:01:08.0,CDP-OCI,0,1302,sds-oalodi-app plan1,1,65,0,117161,2020-06-11 15:02:48.0,Completed,5,5
117160 - 1 - sds-fia-erp hourly load plan Fin01,,00:01,2020-06-11 15:04:36.0,CDP-OCI,0,463,sds-fia-erp hourly load plan Fin01,1,66,0,117160,2020-06-11 15:02:46.0,Completed,229,408
117158 - 1 - fdl-common-app hourly consume,,00:07,2020-06-11 15:10:00.0,CDP-OCI,0,812,fdl-common-app hourly consume,1,67,0,117158,2020-06-11 15:02:38.0,Completed,48,63
117159 - 1 - appl-monitor-app plan,,00:00,2020-06-11 15:02:55.0,CDP-OCI,0,774,appl-monitor-app plan,1,68,0,117159,2020-06-11 15:02:38.0,Completed,5,5
117157 - 1 - sds-oalprj-app stream replicate hourly,,-1:58,2020-06-11 15:00:51.0,CDP-OCI,0,1345,sds-oalprj-app stream replicate hourly,1,69,0,117157,2020-06-11 15:02:34.0,Completed,5,5
117156 - 1 - sds-fia-app scm full load plan,,01:34,2020-06-11 16:36:44.0,CDP-OCI,0,461,sds-fia-app scm full load plan,1,70,0,117156,2020-06-11 15:02:34.0,Completed,18,18
117155 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 15:02:01.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,71,0,117155,2020-06-11 15:01:58.0,Completed,0,5
117154 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 15:01:00.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,72,0,117154,2020-06-11 15:00:58.0,Completed,0,8
117153 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 14:57:54.0,CDP-OCI,0,460,sds-fia-app om custom load,1,73,0,117153,2020-06-11 14:57:42.0,Completed,15,15
117152 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 14:50:09.0,CDP-OCI,0,460,sds-fia-app om custom load,1,74,0,117152,2020-06-11 14:49:57.0,Completed,15,15
117151 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 14:44:26.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,75,0,117151,2020-06-11 14:44:24.0,Completed,0,5
117150 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 14:43:26.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,76,0,117150,2020-06-11 14:43:24.0,Completed,0,8
117149 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 14:42:24.0,CDP-OCI,0,460,sds-fia-app om custom load,1,77,0,117149,2020-06-11 14:42:09.0,Completed,15,15
117148 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 14:34:35.0,CDP-OCI,0,460,sds-fia-app om custom load,1,78,0,117148,2020-06-11 14:34:22.0,Completed,15,15
117147 - 1 - apl-scm-scp OPTION LP,,00:00,2020-06-11 14:32:56.0,CDP-OCI,0,1059,apl-scm-scp OPTION LP,1,79,0,117147,2020-06-11 14:32:34.0,Completed,4,7
117146 - 1 - apl-scm-app 101 inventory hourly load plan,,00:23,2020-06-11 14:55:43.0,CDP-OCI,0,758,apl-scm-app 101 inventory hourly load plan,1,80,0,117146,2020-06-11 14:32:32.0,Completed,18,18
117145 - 1 - apl-scm-app 400 pricing hourly load plan,,00:04,2020-06-11 14:37:16.0,CDP-OCI,0,761,apl-scm-app 400 pricing hourly load plan,1,81,0,117145,2020-06-11 14:32:31.0,Completed,13,13
117144 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 14:26:52.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,82,0,117144,2020-06-11 14:26:50.0,Completed,0,5
117143 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 14:26:49.0,CDP-OCI,0,460,sds-fia-app om custom load,1,83,0,117143,2020-06-11 14:26:36.0,Completed,15,15
117142 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 14:25:52.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,84,0,117142,2020-06-11 14:25:50.0,Completed,0,8
117140 - 1 - apl-scm-scp MODEL LP,,00:00,2020-06-11 14:17:53.0,CDP-OCI,0,1055,apl-scm-scp MODEL LP,1,85,0,117140,2020-06-11 14:17:32.0,Completed,4,7
117141 - 1 - sds-fia-app om custom load,,00:02,2020-06-11 14:19:03.0,CDP-OCI,0,460,sds-fia-app om custom load,1,86,0,117141,2020-06-11 14:16:58.0,Completed,15,15
117139 - 1 - apl-scm-app 102 Order Management hourly load plan,,00:42,2020-06-11 14:59:14.0,CDP-OCI,0,848,apl-scm-app 102 Order Management hourly load plan,1,87,0,117139,2020-06-11 14:16:15.0,Completed,37,37
117138 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 14:11:17.0,CDP-OCI,0,460,sds-fia-app om custom load,1,88,0,117138,2020-06-11 14:11:00.0,Completed,15,15
117136 - 1 - apl-scm-mfg-quality-conditional,,00:00,2020-06-11 14:09:18.0,CDP-OCI,0,1662,apl-scm-mfg-quality-conditional,1,89,0,117136,2020-06-11 14:09:15.0,Completed,0,5
117137 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 14:08:18.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,90,0,117137,2020-06-11 14:08:16.0,Completed,0,8
117135 - 1 - sds-oalodi-app plan1,,00:00,2020-06-11 14:05:21.0,CDP-OCI,0,1302,sds-oalodi-app plan1,1,91,0,117135,2020-06-11 14:05:05.0,Completed,5,5
117132 - 1 - sds-oalprj-app stream replicate hourly,,00:00,2020-06-11 14:05:07.0,CDP-OCI,0,1345,sds-oalprj-app stream replicate hourly,1,92,0,117132,2020-06-11 14:04:51.0,Completed,5,5
117130 - 1 - sds-fia-app hourly plan1,,00:12,2020-06-11 14:17:28.0,CDP-OCI,0,1464,sds-fia-app hourly plan1,1,93,0,117130,2020-06-11 14:04:45.0,Completed,1609,4044
117134 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 14:03:27.0,CDP-OCI,0,460,sds-fia-app om custom load,1,94,0,117134,2020-06-11 14:03:00.0,Completed,15,15
117133 - 1 - appl-monitor-app plan,,00:00,2020-06-11 14:03:28.0,CDP-OCI,0,774,appl-monitor-app plan,1,95,0,117133,2020-06-11 14:02:59.0,Completed,5,5
117131 - 1 - sds-fia-app hourly auto load plan1,,00:01,2020-06-11 14:04:48.0,CDP-OCI,0,1462,sds-fia-app hourly auto load plan1,1,96,0,117131,2020-06-11 14:02:59.0,Completed,178,178
117129 - 1 - fdl-common-app hourly consume,,00:07,2020-06-11 14:10:23.0,CDP-OCI,0,812,fdl-common-app hourly consume,1,97,0,117129,2020-06-11 14:02:42.0,Completed,48,63
117128 - 1 - sds-fia-erp hourly load plan Fin01,,00:01,2020-06-11 14:04:29.0,CDP-OCI,0,463,sds-fia-erp hourly load plan Fin01,1,98,0,117128,2020-06-11 14:02:40.0,Completed,229,408
117127 - 1 - apl-crm-app general daily plan,,03:14,2020-06-11 17:15:46.0,CDP-OCI,0,1205,apl-crm-app general daily plan,1,99,0,117127,2020-06-11 14:01:17.0,Completed,16,16
117126 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 13:55:22.0,CDP-OCI,0,460,sds-fia-app om custom load,1,100,0,117126,2020-06-11 13:56:58.0,Completed,15,15
117124 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 13:49:25.0,CDP-OCI,0,460,sds-fia-app om custom load,1,101,0,117124,2020-06-11 13:51:03.0,Completed,15,15
117125 - 1 - apl-scm-core quality conditional load plan,,00:01,2020-06-11 13:52:34.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,102,0,117125,2020-06-11 13:50:41.0,Completed,0,8
117123 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 13:43:30.0,CDP-OCI,0,460,sds-fia-app om custom load,1,103,0,117123,2020-06-11 13:45:09.0,Completed,15,15
117122 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 13:37:34.0,CDP-OCI,0,460,sds-fia-app om custom load,1,104,0,117122,2020-06-11 13:37:22.0,Completed,15,15
117121 - 1 - apl-scm-core quality conditional load plan,,00:01,2020-06-11 13:35:00.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,105,0,117121,2020-06-11 13:33:07.0,Completed,0,8
117119 - 1 - apl-scm-app 101 inventory hourly load plan,,00:22,2020-06-11 13:54:49.0,CDP-OCI,0,758,apl-scm-app 101 inventory hourly load plan,1,106,0,117119,2020-06-11 13:32:34.0,Completed,18,18
117120 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 13:31:40.0,CDP-OCI,0,460,sds-fia-app om custom load,1,107,0,117120,2020-06-11 13:31:26.0,Completed,15,15
117118 - 1 - apl-scm-scp OPTION LP,,00:00,2020-06-11 13:31:05.0,CDP-OCI,0,1059,apl-scm-scp OPTION LP,1,108,0,117118,2020-06-11 13:30:42.0,Completed,4,7
117117 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 13:25:45.0,CDP-OCI,0,460,sds-fia-app om custom load,1,109,0,117117,2020-06-11 13:25:33.0,Completed,15,15
117116 - 1 - apl-scm-app 102 Order Management hourly load plan,,00:42,2020-06-11 14:03:43.0,CDP-OCI,0,848,apl-scm-app 102 Order Management hourly load plan,1,110,0,117116,2020-06-11 13:21:40.0,Completed,37,37
117115 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 13:19:52.0,CDP-OCI,0,460,sds-fia-app om custom load,1,111,0,117115,2020-06-11 13:21:32.0,Completed,15,15
117113 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 13:17:26.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,112,0,117113,2020-06-11 13:17:24.0,Completed,0,8
117114 - 1 - apl-scm-scp MODEL LP,,00:00,2020-06-11 13:16:02.0,CDP-OCI,0,1055,apl-scm-scp MODEL LP,1,113,0,117114,2020-06-11 13:15:41.0,Completed,4,7
117112 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 13:13:59.0,CDP-OCI,0,460,sds-fia-app om custom load,1,114,0,117112,2020-06-11 13:15:39.0,Completed,15,15
117111 - 1 - sds-fia-app om custom load,,00:02,2020-06-11 13:08:06.0,CDP-OCI,0,460,sds-fia-app om custom load,1,115,0,117111,2020-06-11 13:05:52.0,Completed,15,15
117110 - 1 - sds-oalodi-app plan1,,-1:58,2020-06-11 13:02:48.0,CDP-OCI,0,1302,sds-oalodi-app plan1,1,116,0,117110,2020-06-11 13:04:23.0,Completed,5,5
117108 - 1 - sds-fia-erp hourly load plan Fin01,,00:05,2020-06-11 13:09:43.0,CDP-OCI,0,463,sds-fia-erp hourly load plan Fin01,1,117,0,117108,2020-06-11 13:04:13.0,Completed,229,408
117107 - 1 - fdl-common-app hourly consume,,00:06,2020-06-11 13:10:29.0,CDP-OCI,0,812,fdl-common-app hourly consume,1,118,0,117107,2020-06-11 13:04:03.0,Completed,48,63
117105 - 1 - sds-fia-app hourly plan1,,00:12,2020-06-11 13:16:17.0,CDP-OCI,0,1464,sds-fia-app hourly plan1,1,119,0,117105,2020-06-11 13:04:01.0,Completed,1609,4044
117106 - 1 - appl-monitor-app plan,,-1:58,2020-06-11 13:02:45.0,CDP-OCI,0,774,appl-monitor-app plan,1,120,0,117106,2020-06-11 13:04:00.0,Completed,5,5
117104 - 1 - sds-oalprj-app stream replicate hourly,,00:00,2020-06-11 13:02:44.0,CDP-OCI,0,1345,sds-oalprj-app stream replicate hourly,1,121,0,117104,2020-06-11 13:02:33.0,Completed,5,5
117109 - 1 - sds-fia-app hourly auto load plan1,,00:03,2020-06-11 13:05:56.0,CDP-OCI,0,1462,sds-fia-app hourly auto load plan1,1,122,0,117109,2020-06-11 13:02:31.0,Completed,178,178
117103 - 1 - sds-osvc-app load plan,,00:01,2020-06-11 13:03:34.0,CDP-OCI,0,862,sds-osvc-app load plan,1,123,0,117103,2020-06-11 13:02:22.0,Completed,24,24
117102 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 12:59:33.0,CDP-OCI,0,460,sds-fia-app om custom load,1,124,0,117102,2020-06-11 13:01:13.0,Completed,15,15
117101 - 1 - apl-scm-core quality conditional load plan,,00:01,2020-06-11 12:59:52.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,125,0,117101,2020-06-11 12:57:59.0,Completed,0,8
117100 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 12:53:40.0,CDP-OCI,0,460,sds-fia-app om custom load,1,126,0,117100,2020-06-11 12:55:16.0,Completed,15,15
117099 - 1 - apl-scm-app 201 MAKE hourly load plan,,00:56,2020-06-11 13:47:41.0,CDP-OCI,0,849,apl-scm-app 201 MAKE hourly load plan,1,127,0,117099,2020-06-11 12:50:47.0,Completed,13,13
117098 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 12:47:43.0,CDP-OCI,0,460,sds-fia-app om custom load,1,128,0,117098,2020-06-11 12:47:31.0,Completed,15,15
117097 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 12:42:18.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,129,0,117097,2020-06-11 12:42:16.0,Completed,0,8
117096 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 12:41:50.0,CDP-OCI,0,460,sds-fia-app om custom load,1,130,0,117096,2020-06-11 12:41:27.0,Completed,15,15
117095 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 12:35:46.0,CDP-OCI,0,460,sds-fia-app om custom load,1,131,0,117095,2020-06-11 12:35:34.0,Completed,15,15
117094 - 1 - apl-scm-scp OPTION LP,,00:00,2020-06-11 12:32:55.0,CDP-OCI,0,1059,apl-scm-scp OPTION LP,1,132,0,117094,2020-06-11 12:32:33.0,Completed,4,7
117092 - 1 - apl-scm-app 509 SCP PvA Three Hourly load plan,,00:18,2020-06-11 12:50:17.0,CDP-OCI,0,1074,apl-scm-app 509 SCP PvA Three Hourly load plan,1,133,0,117092,2020-06-11 12:31:53.0,Completed,2,2
117093 - 1 - apl-scm-app 101 inventory hourly load plan,,00:23,2020-06-11 12:53:57.0,CDP-OCI,0,758,apl-scm-app 101 inventory hourly load plan,1,134,0,117093,2020-06-11 12:30:41.0,Completed,18,18
117091 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 12:29:52.0,CDP-OCI,0,460,sds-fia-app om custom load,1,135,0,117091,2020-06-11 12:29:39.0,Completed,15,15
117090 - 1 - apl-scm-app 102 Order Management hourly load plan,,00:42,2020-06-11 13:10:59.0,CDP-OCI,0,848,apl-scm-app 102 Order Management hourly load plan,1,136,0,117090,2020-06-11 12:28:51.0,Completed,37,37
117089 - 1 - apl-scm-app 400 pricing hourly load plan,,00:02,2020-06-11 12:29:58.0,CDP-OCI,0,761,apl-scm-app 400 pricing hourly load plan,1,137,0,117089,2020-06-11 12:27:57.0,Completed,13,13
117088 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 12:26:35.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,138,0,117088,2020-06-11 12:26:33.0,Completed,0,8
117087 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 12:23:58.0,CDP-OCI,0,460,sds-fia-app om custom load,1,139,0,117087,2020-06-11 12:25:37.0,Completed,15,15
117086 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 12:18:03.0,CDP-OCI,0,460,sds-fia-app om custom load,1,140,0,117086,2020-06-11 12:19:42.0,Completed,15,15
117085 - 1 - apl-scm-scp MODEL LP,,00:00,2020-06-11 12:16:01.0,CDP-OCI,0,1055,apl-scm-scp MODEL LP,1,141,0,117085,2020-06-11 12:15:41.0,Completed,4,7
117084 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 12:12:09.0,CDP-OCI,0,460,sds-fia-app om custom load,1,142,0,117084,2020-06-11 12:13:43.0,Completed,15,15
117083 - 1 - apl-scm-core quality conditional load plan,,00:01,2020-06-11 12:09:01.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,143,0,117083,2020-06-11 12:07:07.0,Completed,0,8
117082 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 12:06:10.0,CDP-OCI,0,460,sds-fia-app om custom load,1,144,0,117082,2020-06-11 12:05:53.0,Completed,15,15
117080 - 1 - sds-fia-app hourly plan1,,00:10,2020-06-11 12:15:38.0,CDP-OCI,0,1464,sds-fia-app hourly plan1,1,145,0,117080,2020-06-11 12:05:37.0,Completed,1609,4044
117081 - 1 - sds-oalodi-app plan1,,-1:58,2020-06-11 12:03:54.0,CDP-OCI,0,1302,sds-oalodi-app plan1,1,146,0,117081,2020-06-11 12:05:35.0,Completed,5,5
117078 - 1 - appl-monitor-app plan,,00:01,2020-06-11 12:03:52.0,CDP-OCI,0,774,appl-monitor-app plan,1,147,0,117078,2020-06-11 12:02:45.0,Completed,5,5
117076 - 1 - fdl-common-app hourly consume,,00:07,2020-06-11 12:10:27.0,CDP-OCI,0,812,fdl-common-app hourly consume,1,148,0,117076,2020-06-11 12:02:37.0,Completed,48,63
117079 - 1 - sds-fia-app hourly auto load plan1,,00:02,2020-06-11 12:03:21.0,CDP-OCI,0,1462,sds-fia-app hourly auto load plan1,1,149,0,117079,2020-06-11 12:01:01.0,Completed,178,178
117077 - 1 - sds-fia-erp hourly load plan Fin01,,00:02,2020-06-11 12:03:32.0,CDP-OCI,0,463,sds-fia-erp hourly load plan Fin01,1,150,0,117077,2020-06-11 12:00:54.0,Completed,229,408
117075 - 1 - sds-oalprj-app stream replicate hourly,,00:00,2020-06-11 12:00:50.0,CDP-OCI,0,1345,sds-oalprj-app stream replicate hourly,1,151,0,117075,2020-06-11 12:00:43.0,Completed,5,5
117074 - 1 - sds-fia-app om custom load,,-1:58,2020-06-11 11:58:20.0,CDP-OCI,0,460,sds-fia-app om custom load,1,152,0,117074,2020-06-11 11:59:59.0,Completed,15,15
117073 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 11:52:25.0,CDP-OCI,0,460,sds-fia-app om custom load,1,153,0,117073,2020-06-11 11:52:12.0,Completed,15,15
117072 - 1 - apl-scm-core quality conditional load plan,,00:00,2020-06-11 11:51:26.0,CDP-OCI,0,1652,apl-scm-core quality conditional load plan,1,154,0,117072,2020-06-11 11:51:24.0,Completed,0,8
117071 - 1 - sds-fia-app om custom load,,00:00,2020-06-11 11:46:30.0,CDP-OCI,0,460,sds-fia-app om custom load,1,155,0,117071,2020-06-11 11:46:17.0,Completed,15,15
